accession,component,length_bp
XM_085037423.1,Anopheles_genus_mRNA,5723
XM_085037422.1,Anopheles_genus_mRNA,2274
XM_085037421.1,Anopheles_genus_mRNA,7548
XM_085037420.1,Anopheles_genus_mRNA,7713
XM_085037419.1,Anopheles_genus_mRNA,7878
XM_085037417.1,Anopheles_genus_mRNA,5313
XM_085037416.1,Anopheles_genus_mRNA,1919
XM_085037415.1,Anopheles_genus_mRNA,2007
XM_085037414.1,Anopheles_genus_mRNA,2010
XM_085037413.1,Anopheles_genus_mRNA,2955
XM_085037412.1,Anopheles_genus_mRNA,3111
XM_085037411.1,Anopheles_genus_mRNA,4340
XM_085037409.1,Anopheles_genus_mRNA,4684
XM_085037408.1,Anopheles_genus_mRNA,4744
XM_085037407.1,Anopheles_genus_mRNA,4768
XM_085037406.1,Anopheles_genus_mRNA,542
XM_085037405.1,Anopheles_genus_mRNA,2909
XM_085037404.1,Anopheles_genus_mRNA,1829
XM_085037403.1,Anopheles_genus_mRNA,2618
XM_085037402.1,Anopheles_genus_mRNA,2080
XM_085037401.1,Anopheles_genus_mRNA,3602
XM_085037400.1,Anopheles_genus_mRNA,3295
XM_085037399.1,Anopheles_genus_mRNA,580
XM_085037398.1,Anopheles_genus_mRNA,1887
XM_085037397.1,Anopheles_genus_mRNA,1945
XM_085037396.1,Anopheles_genus_mRNA,935
XM_085037395.1,Anopheles_genus_mRNA,1074
XM_085037394.1,Anopheles_genus_mRNA,1265
XM_085037393.1,Anopheles_genus_mRNA,1855
XM_085037392.1,Anopheles_genus_mRNA,1587
XM_085037390.1,Anopheles_genus_mRNA,2047
XM_085037389.1,Anopheles_genus_mRNA,2018
XM_085037388.1,Anopheles_genus_mRNA,2519
XM_085037387.1,Anopheles_genus_mRNA,3244
XM_085037386.1,Anopheles_genus_mRNA,3228
XM_085037385.1,Anopheles_genus_mRNA,1888
XM_085037384.1,Anopheles_genus_mRNA,2025
XM_085037383.1,Anopheles_genus_mRNA,2910
XM_085037382.1,Anopheles_genus_mRNA,3304
XM_085037381.1,Anopheles_genus_mRNA,3536
XM_085037380.1,Anopheles_genus_mRNA,4359
XM_085037378.1,Anopheles_genus_mRNA,4419
XM_085037377.1,Anopheles_genus_mRNA,4497
XM_085037376.1,Anopheles_genus_mRNA,6137
XM_085037375.1,Anopheles_genus_mRNA,1661
XM_085037374.1,Anopheles_genus_mRNA,1259
XM_085037373.1,Anopheles_genus_mRNA,3524
XM_085037372.1,Anopheles_genus_mRNA,2290
XM_085037371.1,Anopheles_genus_mRNA,2335
XM_085037370.1,Anopheles_genus_mRNA,2210
XM_085037369.1,Anopheles_genus_mRNA,2067
XM_085037368.1,Anopheles_genus_mRNA,1239
XM_085037366.1,Anopheles_genus_mRNA,1624
XM_085037365.1,Anopheles_genus_mRNA,3171
XM_085037364.1,Anopheles_genus_mRNA,2802
XM_085037363.1,Anopheles_genus_mRNA,6082
XM_085037362.1,Anopheles_genus_mRNA,1729
XM_085037361.1,Anopheles_genus_mRNA,2884
XM_085037360.1,Anopheles_genus_mRNA,1968
XM_085037359.1,Anopheles_genus_mRNA,7192
XM_085037358.1,Anopheles_genus_mRNA,1696
XM_085037357.1,Anopheles_genus_mRNA,1288
XM_085037355.1,Anopheles_genus_mRNA,1954
XM_085037354.1,Anopheles_genus_mRNA,1210
XM_085037353.1,Anopheles_genus_mRNA,4560
XM_085037352.1,Anopheles_genus_mRNA,2128
XM_085037351.1,Anopheles_genus_mRNA,1109
XM_085037350.1,Anopheles_genus_mRNA,1912
XM_085037349.1,Anopheles_genus_mRNA,2380
XM_085037348.1,Anopheles_genus_mRNA,3435
XM_085037347.1,Anopheles_genus_mRNA,2171
XM_085037346.1,Anopheles_genus_mRNA,2181
XM_085037343.1,Anopheles_genus_mRNA,2932
XM_085037342.1,Anopheles_genus_mRNA,1113
XM_085037341.1,Anopheles_genus_mRNA,1923
XM_085037340.1,Anopheles_genus_mRNA,733
XM_085037339.1,Anopheles_genus_mRNA,1905
XM_085037338.1,Anopheles_genus_mRNA,699
XM_085037337.1,Anopheles_genus_mRNA,1882
XM_085037336.1,Anopheles_genus_mRNA,16732
XM_085037335.1,Anopheles_genus_mRNA,4677
XM_085037333.1,Anopheles_genus_mRNA,1996
XM_085037332.1,Anopheles_genus_mRNA,969
XM_085037331.1,Anopheles_genus_mRNA,1568
XM_085037330.1,Anopheles_genus_mRNA,592
XM_085037329.1,Anopheles_genus_mRNA,1607
XM_085037328.1,Anopheles_genus_mRNA,1046
XM_085037327.1,Anopheles_genus_mRNA,2355
XM_085037326.1,Anopheles_genus_mRNA,2486
XM_085037325.1,Anopheles_genus_mRNA,1052
XM_085037323.1,Anopheles_genus_mRNA,583
XM_085037322.1,Anopheles_genus_mRNA,665
XM_085037321.1,Anopheles_genus_mRNA,2620
XM_085037320.1,Anopheles_genus_mRNA,1372
XM_085037319.1,Anopheles_genus_mRNA,899
XM_085037318.1,Anopheles_genus_mRNA,989
XM_085037317.1,Anopheles_genus_mRNA,3745
XM_085037316.1,Anopheles_genus_mRNA,1613
XM_085037315.1,Anopheles_genus_mRNA,1731
XM_085037314.1,Anopheles_genus_mRNA,4613
XM_085037313.1,Anopheles_genus_mRNA,4749
XM_085037311.1,Anopheles_genus_mRNA,1187
XM_085037310.1,Anopheles_genus_mRNA,1192
XM_085037309.1,Anopheles_genus_mRNA,1320
XM_085037308.1,Anopheles_genus_mRNA,2021
XM_085037307.1,Anopheles_genus_mRNA,2032
XM_085037306.1,Anopheles_genus_mRNA,2810
XM_085037305.1,Anopheles_genus_mRNA,2330
XM_085037304.1,Anopheles_genus_mRNA,1351
XM_085037303.1,Anopheles_genus_mRNA,830
XM_085037302.1,Anopheles_genus_mRNA,4146
XM_085037301.1,Anopheles_genus_mRNA,1448
XM_085037299.1,Anopheles_genus_mRNA,2927
XM_085037298.1,Anopheles_genus_mRNA,5038
XM_085037297.1,Anopheles_genus_mRNA,2658
XM_085037296.1,Anopheles_genus_mRNA,1639
XM_085037295.1,Anopheles_genus_mRNA,4086
XM_085037294.1,Anopheles_genus_mRNA,1744
XM_085037293.1,Anopheles_genus_mRNA,759
XM_085037292.1,Anopheles_genus_mRNA,2011
XM_085037291.1,Anopheles_genus_mRNA,4263
XM_085037290.1,Anopheles_genus_mRNA,1026
XM_085037288.1,Anopheles_genus_mRNA,600
XM_085037287.1,Anopheles_genus_mRNA,1089
XM_085037285.1,Anopheles_genus_mRNA,2466
XM_085037284.1,Anopheles_genus_mRNA,2523
XM_085037283.1,Anopheles_genus_mRNA,3608
XM_085037282.1,Anopheles_genus_mRNA,2881
XM_085037281.1,Anopheles_genus_mRNA,2627
XM_085037280.1,Anopheles_genus_mRNA,4356
XM_085037279.1,Anopheles_genus_mRNA,1176
XM_085037278.1,Anopheles_genus_mRNA,6929
XM_085037276.1,Anopheles_genus_mRNA,3669
XM_085037275.1,Anopheles_genus_mRNA,4199
XM_085037274.1,Anopheles_genus_mRNA,1239
XM_085037273.1,Anopheles_genus_mRNA,1425
XM_085037272.1,Anopheles_genus_mRNA,2111
XM_085037271.1,Anopheles_genus_mRNA,1109
XM_085037270.1,Anopheles_genus_mRNA,968
XM_085037269.1,Anopheles_genus_mRNA,5476
XM_085037268.1,Anopheles_genus_mRNA,1617
XM_085037267.1,Anopheles_genus_mRNA,1631
XM_085037265.1,Anopheles_genus_mRNA,826
XM_085037263.1,Anopheles_genus_mRNA,2140
XM_085037262.1,Anopheles_genus_mRNA,940
XM_085037261.1,Anopheles_genus_mRNA,1149
XM_085037260.1,Anopheles_genus_mRNA,1046
XM_085037259.1,Anopheles_genus_mRNA,1380
XM_085037258.1,Anopheles_genus_mRNA,4757
XM_085037257.1,Anopheles_genus_mRNA,573
XM_085037255.1,Anopheles_genus_mRNA,1132
XM_085037254.1,Anopheles_genus_mRNA,1513
XM_085037253.1,Anopheles_genus_mRNA,1646
XM_085037252.1,Anopheles_genus_mRNA,995
XM_085037251.1,Anopheles_genus_mRNA,859
XM_085037250.1,Anopheles_genus_mRNA,1758
XM_085037249.1,Anopheles_genus_mRNA,1235
XM_085037248.1,Anopheles_genus_mRNA,1062
XM_085037247.1,Anopheles_genus_mRNA,1642
XM_085037246.1,Anopheles_genus_mRNA,1355
XM_085037244.1,Anopheles_genus_mRNA,1517
XM_085037243.1,Anopheles_genus_mRNA,581
XM_085037242.1,Anopheles_genus_mRNA,601
XM_085037241.1,Anopheles_genus_mRNA,723
XM_085037240.1,Anopheles_genus_mRNA,776
XM_085037239.1,Anopheles_genus_mRNA,4034
XM_085037238.1,Anopheles_genus_mRNA,5409
XM_085037237.1,Anopheles_genus_mRNA,1049
XM_085037236.1,Anopheles_genus_mRNA,1437
XM_085037235.1,Anopheles_genus_mRNA,1091
XM_085037234.1,Anopheles_genus_mRNA,1187
XM_085037231.1,Anopheles_genus_mRNA,1925
XM_085037230.1,Anopheles_genus_mRNA,2569
XM_085037229.1,Anopheles_genus_mRNA,1250
XM_085037228.1,Anopheles_genus_mRNA,2477
XM_085037227.1,Anopheles_genus_mRNA,924
XM_085037226.1,Anopheles_genus_mRNA,2612
XM_085037225.1,Anopheles_genus_mRNA,2554
XM_085037224.1,Anopheles_genus_mRNA,2499
XM_085037223.1,Anopheles_genus_mRNA,1415
XM_085037222.1,Anopheles_genus_mRNA,1438
XM_085037220.1,Anopheles_genus_mRNA,1834
XM_085037219.1,Anopheles_genus_mRNA,2251
XM_085037218.1,Anopheles_genus_mRNA,2281
XM_085037217.1,Anopheles_genus_mRNA,1365
XM_085037216.1,Anopheles_genus_mRNA,1347
XM_085037215.1,Anopheles_genus_mRNA,1281
XM_085037214.1,Anopheles_genus_mRNA,1736
XM_085037213.1,Anopheles_genus_mRNA,3833
XM_085037211.1,Anopheles_genus_mRNA,3692
XM_085037210.1,Anopheles_genus_mRNA,3633
XM_085037208.1,Anopheles_genus_mRNA,1457
XM_085037207.1,Anopheles_genus_mRNA,1301
XM_085037206.1,Anopheles_genus_mRNA,2448
XM_085037205.1,Anopheles_genus_mRNA,1168
XM_085037204.1,Anopheles_genus_mRNA,978
XM_085037203.1,Anopheles_genus_mRNA,973
XM_085037202.1,Anopheles_genus_mRNA,1028
XM_085037200.1,Anopheles_genus_mRNA,1077
XM_085037199.1,Anopheles_genus_mRNA,1554
XM_085037198.1,Anopheles_genus_mRNA,2046
XM_085037197.1,Anopheles_genus_mRNA,2050
XM_085037196.1,Anopheles_genus_mRNA,2108
XM_085037195.1,Anopheles_genus_mRNA,3280
XM_085037194.1,Anopheles_genus_mRNA,1551
XM_085037193.1,Anopheles_genus_mRNA,1837
XM_085037192.1,Anopheles_genus_mRNA,1960
XM_085037191.1,Anopheles_genus_mRNA,1318
XM_085037190.1,Anopheles_genus_mRNA,4552
XM_085037188.1,Anopheles_genus_mRNA,4127
XM_085037187.1,Anopheles_genus_mRNA,2887
XM_085037186.1,Anopheles_genus_mRNA,2239
XM_085037185.1,Anopheles_genus_mRNA,3111
XM_085037184.1,Anopheles_genus_mRNA,1609
XM_085037183.1,Anopheles_genus_mRNA,3843
XM_085037182.1,Anopheles_genus_mRNA,860
XM_085037181.1,Anopheles_genus_mRNA,1361
XM_085037180.1,Anopheles_genus_mRNA,1321
XM_085037179.1,Anopheles_genus_mRNA,1830
XM_085037177.1,Anopheles_genus_mRNA,1908
XM_085037176.1,Anopheles_genus_mRNA,3062
XM_085037175.1,Anopheles_genus_mRNA,2136
XM_085037174.1,Anopheles_genus_mRNA,796
XM_085037173.1,Anopheles_genus_mRNA,1627
XM_085037172.1,Anopheles_genus_mRNA,1815
XM_085037171.1,Anopheles_genus_mRNA,7045
XM_085037169.1,Anopheles_genus_mRNA,1366
XM_085037168.1,Anopheles_genus_mRNA,767
XM_085037167.1,Anopheles_genus_mRNA,2922
XM_085037166.1,Anopheles_genus_mRNA,1324
XM_085037165.1,Anopheles_genus_mRNA,2663
XM_085037164.1,Anopheles_genus_mRNA,1293
XM_085037163.1,Anopheles_genus_mRNA,1329
XM_085037161.1,Anopheles_genus_mRNA,2134
XM_085037160.1,Anopheles_genus_mRNA,1580
XM_085037159.1,Anopheles_genus_mRNA,2347
XM_085037158.1,Anopheles_genus_mRNA,2318
XM_085037157.1,Anopheles_genus_mRNA,2348
XM_085037156.1,Anopheles_genus_mRNA,1850
XM_085037155.1,Anopheles_genus_mRNA,2248
XM_085037154.1,Anopheles_genus_mRNA,2254
XM_085037153.1,Anopheles_genus_mRNA,2152
XM_085037151.1,Anopheles_genus_mRNA,2372
XM_085037150.1,Anopheles_genus_mRNA,5465
XM_085037149.1,Anopheles_genus_mRNA,4964
XM_085037148.1,Anopheles_genus_mRNA,4186
XM_085037147.1,Anopheles_genus_mRNA,3387
XM_085037146.1,Anopheles_genus_mRNA,7521
XM_085037145.1,Anopheles_genus_mRNA,1927
XM_085037143.1,Anopheles_genus_mRNA,2293
XM_085037142.1,Anopheles_genus_mRNA,798
XM_085037141.1,Anopheles_genus_mRNA,1023
XM_085037140.1,Anopheles_genus_mRNA,2058
XM_085037139.1,Anopheles_genus_mRNA,2189
XM_085037138.1,Anopheles_genus_mRNA,2225
XM_085037137.1,Anopheles_genus_mRNA,1209
XM_085037135.1,Anopheles_genus_mRNA,805
XM_085037134.1,Anopheles_genus_mRNA,3230
XM_085037133.1,Anopheles_genus_mRNA,1249
XM_085037132.1,Anopheles_genus_mRNA,1774
XM_085037131.1,Anopheles_genus_mRNA,5164
XM_085037130.1,Anopheles_genus_mRNA,2618
XM_085037129.1,Anopheles_genus_mRNA,510
XM_085037127.1,Anopheles_genus_mRNA,1766
XM_085037126.1,Anopheles_genus_mRNA,1778
XM_085037125.1,Anopheles_genus_mRNA,1529
XM_085037124.1,Anopheles_genus_mRNA,1544
XM_085037123.1,Anopheles_genus_mRNA,827
XM_085037122.1,Anopheles_genus_mRNA,1933
XM_085037121.1,Anopheles_genus_mRNA,1061
XM_085037119.1,Anopheles_genus_mRNA,1846
XM_085037118.1,Anopheles_genus_mRNA,1906
XM_085037117.1,Anopheles_genus_mRNA,8988
XM_085037116.1,Anopheles_genus_mRNA,534
XM_085037115.1,Anopheles_genus_mRNA,1641
XM_085037114.1,Anopheles_genus_mRNA,665
XM_085037113.1,Anopheles_genus_mRNA,630
XM_085037110.1,Anopheles_genus_mRNA,949
XM_085037109.1,Anopheles_genus_mRNA,2567
XM_085037108.1,Anopheles_genus_mRNA,2586
XM_085037107.1,Anopheles_genus_mRNA,1291
XM_085037106.1,Anopheles_genus_mRNA,1302
XM_085037105.1,Anopheles_genus_mRNA,864
XM_085037104.1,Anopheles_genus_mRNA,921
XM_085037102.1,Anopheles_genus_mRNA,1392
XM_085037101.1,Anopheles_genus_mRNA,1516
XM_085037100.1,Anopheles_genus_mRNA,1491
XM_085037099.1,Anopheles_genus_mRNA,2076
XM_085037098.1,Anopheles_genus_mRNA,2260
XM_085037097.1,Anopheles_genus_mRNA,2124
XM_085037096.1,Anopheles_genus_mRNA,1269
XM_085037094.1,Anopheles_genus_mRNA,2597
XM_085037093.1,Anopheles_genus_mRNA,2384
XM_085037092.1,Anopheles_genus_mRNA,2387
XM_085037091.1,Anopheles_genus_mRNA,3071
XM_085037090.1,Anopheles_genus_mRNA,2800
XM_085037089.1,Anopheles_genus_mRNA,2830
XM_085037088.1,Anopheles_genus_mRNA,4477
XM_085037086.1,Anopheles_genus_mRNA,7610
XM_085037085.1,Anopheles_genus_mRNA,9999
XM_085037084.1,Anopheles_genus_mRNA,994
XM_085037083.1,Anopheles_genus_mRNA,1003
XM_085037082.1,Anopheles_genus_mRNA,1081
XM_085037081.1,Anopheles_genus_mRNA,1114
XM_085037080.1,Anopheles_genus_mRNA,1779
XM_085037079.1,Anopheles_genus_mRNA,1825
XM_085037077.1,Anopheles_genus_mRNA,1893
XM_085037076.1,Anopheles_genus_mRNA,2049
XM_085037075.1,Anopheles_genus_mRNA,1379
XM_085037074.1,Anopheles_genus_mRNA,1032
XM_085037073.1,Anopheles_genus_mRNA,1884
XM_085037072.1,Anopheles_genus_mRNA,735
XM_085037071.1,Anopheles_genus_mRNA,833
XM_085037069.1,Anopheles_genus_mRNA,2054
XM_085037068.1,Anopheles_genus_mRNA,2085
XM_085037067.1,Anopheles_genus_mRNA,1413
XM_085037066.1,Anopheles_genus_mRNA,3323
XM_085037065.1,Anopheles_genus_mRNA,7733
XM_085037064.1,Anopheles_genus_mRNA,2535
XM_085037063.1,Anopheles_genus_mRNA,2884
XM_085037061.1,Anopheles_genus_mRNA,1137
XM_085037060.1,Anopheles_genus_mRNA,848
XM_085037059.1,Anopheles_genus_mRNA,1372
XM_085037058.1,Anopheles_genus_mRNA,2112
XM_085037057.1,Anopheles_genus_mRNA,1530
XM_085037056.1,Anopheles_genus_mRNA,2386
XM_085037054.1,Anopheles_genus_mRNA,1261
XM_085037053.1,Anopheles_genus_mRNA,1280
XM_085037052.1,Anopheles_genus_mRNA,1769
XM_085037051.1,Anopheles_genus_mRNA,1581
XM_085037050.1,Anopheles_genus_mRNA,1623
XM_085037049.1,Anopheles_genus_mRNA,1632
XM_085037048.1,Anopheles_genus_mRNA,917
XM_085037046.1,Anopheles_genus_mRNA,6149
XM_085037045.1,Anopheles_genus_mRNA,17748
XM_085037044.1,Anopheles_genus_mRNA,1901
XM_085037043.1,Anopheles_genus_mRNA,4054
XM_085037042.1,Anopheles_genus_mRNA,599
XM_085037041.1,Anopheles_genus_mRNA,740
XM_085037039.1,Anopheles_genus_mRNA,878
XM_085037038.1,Anopheles_genus_mRNA,548
XM_085037037.1,Anopheles_genus_mRNA,1880
XM_085037036.1,Anopheles_genus_mRNA,1078
XM_085037035.1,Anopheles_genus_mRNA,2913
XM_085037034.1,Anopheles_genus_mRNA,1596
XM_085037033.1,Anopheles_genus_mRNA,1491
XM_085037031.1,Anopheles_genus_mRNA,950
XM_085037030.1,Anopheles_genus_mRNA,1174
XM_085037029.1,Anopheles_genus_mRNA,991
XM_085037028.1,Anopheles_genus_mRNA,1868
XM_085037027.1,Anopheles_genus_mRNA,1248
XM_085037026.1,Anopheles_genus_mRNA,501
XM_085037025.1,Anopheles_genus_mRNA,916
XM_085037023.1,Anopheles_genus_mRNA,4387
XM_085037022.1,Anopheles_genus_mRNA,3696
XM_085037021.1,Anopheles_genus_mRNA,1031
XM_085037020.1,Anopheles_genus_mRNA,1035
XM_085037019.1,Anopheles_genus_mRNA,1791
XM_085037018.1,Anopheles_genus_mRNA,565
XM_085037017.1,Anopheles_genus_mRNA,2437
XM_085037015.1,Anopheles_genus_mRNA,1077
XM_085037014.1,Anopheles_genus_mRNA,1750
XM_085037013.1,Anopheles_genus_mRNA,1098
XM_085037012.1,Anopheles_genus_mRNA,832
XM_085037011.1,Anopheles_genus_mRNA,2466
XM_085037010.1,Anopheles_genus_mRNA,4327
XM_085037008.1,Anopheles_genus_mRNA,1344
XM_085037007.1,Anopheles_genus_mRNA,1444
XM_085037006.1,Anopheles_genus_mRNA,1520
XM_085037005.1,Anopheles_genus_mRNA,983
XM_085037004.1,Anopheles_genus_mRNA,2266
XM_085037003.1,Anopheles_genus_mRNA,2758
XM_085037002.1,Anopheles_genus_mRNA,4723
XM_085037000.1,Anopheles_genus_mRNA,951
XM_085036999.1,Anopheles_genus_mRNA,776
XM_085036998.1,Anopheles_genus_mRNA,7372
XM_085036997.1,Anopheles_genus_mRNA,1907
XM_085036996.1,Anopheles_genus_mRNA,1988
XM_085036995.1,Anopheles_genus_mRNA,1035
XM_085036994.1,Anopheles_genus_mRNA,2044
XM_085036991.1,Anopheles_genus_mRNA,1007
XM_085036990.1,Anopheles_genus_mRNA,1007
XM_085036989.1,Anopheles_genus_mRNA,1006
XM_085036988.1,Anopheles_genus_mRNA,1006
XM_085036987.1,Anopheles_genus_mRNA,1041
XM_085036986.1,Anopheles_genus_mRNA,1031
XM_085036985.1,Anopheles_genus_mRNA,902
XM_085036984.1,Anopheles_genus_mRNA,728
XM_085036982.1,Anopheles_genus_mRNA,2794
XM_085036981.1,Anopheles_genus_mRNA,2812
XM_085036980.1,Anopheles_genus_mRNA,1379
XM_085036979.1,Anopheles_genus_mRNA,1554
XM_085036978.1,Anopheles_genus_mRNA,1423
XM_085036977.1,Anopheles_genus_mRNA,1929
XM_085036976.1,Anopheles_genus_mRNA,1693
XM_085036974.1,Anopheles_genus_mRNA,2485
XM_085036973.1,Anopheles_genus_mRNA,2427
XM_085036972.1,Anopheles_genus_mRNA,2543
XM_085036971.1,Anopheles_genus_mRNA,2804
XM_085036970.1,Anopheles_genus_mRNA,3729
XM_085036969.1,Anopheles_genus_mRNA,3578
XM_085036968.1,Anopheles_genus_mRNA,3526
XM_085036966.1,Anopheles_genus_mRNA,4530
XM_085036965.1,Anopheles_genus_mRNA,5297
XM_085036964.1,Anopheles_genus_mRNA,5517
XM_085036963.1,Anopheles_genus_mRNA,8514
XM_085036962.1,Anopheles_genus_mRNA,641
XM_085036961.1,Anopheles_genus_mRNA,1816
XM_085036960.1,Anopheles_genus_mRNA,1819
XM_085036958.1,Anopheles_genus_mRNA,1755
XM_085036957.1,Anopheles_genus_mRNA,2654
XM_085036955.1,Anopheles_genus_mRNA,677
XM_085036954.1,Anopheles_genus_mRNA,920
XM_085036953.1,Anopheles_genus_mRNA,924
XM_085036952.1,Anopheles_genus_mRNA,3810
XM_085036950.1,Anopheles_genus_mRNA,796
XM_085036949.1,Anopheles_genus_mRNA,947
XM_085036948.1,Anopheles_genus_mRNA,1847
XM_085036947.1,Anopheles_genus_mRNA,1442
XM_085036946.1,Anopheles_genus_mRNA,1051
XM_085036945.1,Anopheles_genus_mRNA,1101
XM_085036944.1,Anopheles_genus_mRNA,1818
XM_085036942.1,Anopheles_genus_mRNA,2436
XM_085036941.1,Anopheles_genus_mRNA,1229
XM_085036940.1,Anopheles_genus_mRNA,1398
XM_085036939.1,Anopheles_genus_mRNA,1846
XM_085036938.1,Anopheles_genus_mRNA,1023
XM_085036937.1,Anopheles_genus_mRNA,1930
XM_085036936.1,Anopheles_genus_mRNA,1283
XM_085036934.1,Anopheles_genus_mRNA,2732
XM_085036933.1,Anopheles_genus_mRNA,2233
XM_085036932.1,Anopheles_genus_mRNA,2327
XM_085036931.1,Anopheles_genus_mRNA,2311
XM_085036930.1,Anopheles_genus_mRNA,2320
XM_085036929.1,Anopheles_genus_mRNA,1172
XM_085036928.1,Anopheles_genus_mRNA,1651
XM_085036926.1,Anopheles_genus_mRNA,4014
XM_085036925.1,Anopheles_genus_mRNA,726
XM_085036924.1,Anopheles_genus_mRNA,1538
XM_085036923.1,Anopheles_genus_mRNA,2806
XM_085036922.1,Anopheles_genus_mRNA,3409
XM_085036921.1,Anopheles_genus_mRNA,2732
XM_085036920.1,Anopheles_genus_mRNA,3856
XM_085036918.1,Anopheles_genus_mRNA,775
XM_085036917.1,Anopheles_genus_mRNA,1000
XM_085036916.1,Anopheles_genus_mRNA,1074
XM_085036915.1,Anopheles_genus_mRNA,1733
XM_085036914.1,Anopheles_genus_mRNA,1302
XM_085036913.1,Anopheles_genus_mRNA,2311
XM_085036912.1,Anopheles_genus_mRNA,1375
XM_085036910.1,Anopheles_genus_mRNA,1649
XM_085036909.1,Anopheles_genus_mRNA,1879
XM_085036908.1,Anopheles_genus_mRNA,1751
XM_085036907.1,Anopheles_genus_mRNA,2208
XM_085036906.1,Anopheles_genus_mRNA,3719
XM_085036905.1,Anopheles_genus_mRNA,3750
XM_085036904.1,Anopheles_genus_mRNA,3753
XM_085036902.1,Anopheles_genus_mRNA,3753
XM_085036901.1,Anopheles_genus_mRNA,2267
XM_085036900.1,Anopheles_genus_mRNA,2648
XM_085036899.1,Anopheles_genus_mRNA,2694
XM_085036898.1,Anopheles_genus_mRNA,2429
XM_085036897.1,Anopheles_genus_mRNA,4345
XM_085036896.1,Anopheles_genus_mRNA,4342
XM_085036895.1,Anopheles_genus_mRNA,3730
XM_085036893.1,Anopheles_genus_mRNA,3831
XM_085036892.1,Anopheles_genus_mRNA,3849
XM_085036891.1,Anopheles_genus_mRNA,5639
XM_085036890.1,Anopheles_genus_mRNA,5657
XM_085036889.1,Anopheles_genus_mRNA,962
XM_085036888.1,Anopheles_genus_mRNA,1444
XM_085036887.1,Anopheles_genus_mRNA,1429
XM_085036886.1,Anopheles_genus_mRNA,3218
XM_085036884.1,Anopheles_genus_mRNA,3227
XM_085036883.1,Anopheles_genus_mRNA,2941
XM_085036882.1,Anopheles_genus_mRNA,2751
XM_085036881.1,Anopheles_genus_mRNA,2767
XM_085036880.1,Anopheles_genus_mRNA,2953
XM_085036879.1,Anopheles_genus_mRNA,763
XM_085036878.1,Anopheles_genus_mRNA,4597
XM_085036877.1,Anopheles_genus_mRNA,2000
XM_085036875.1,Anopheles_genus_mRNA,1991
XM_085036874.1,Anopheles_genus_mRNA,1985
XM_085036873.1,Anopheles_genus_mRNA,2906
XM_085036872.1,Anopheles_genus_mRNA,6367
XM_085036871.1,Anopheles_genus_mRNA,3677
XM_085036870.1,Anopheles_genus_mRNA,1644
XM_085036869.1,Anopheles_genus_mRNA,1720
XM_085036867.1,Anopheles_genus_mRNA,1893
XM_085036866.1,Anopheles_genus_mRNA,791
XM_085036865.1,Anopheles_genus_mRNA,764
XM_085036864.1,Anopheles_genus_mRNA,1387
XM_085036863.1,Anopheles_genus_mRNA,1707
XM_085036861.1,Anopheles_genus_mRNA,4889
XM_085036860.1,Anopheles_genus_mRNA,2362
XM_085036859.1,Anopheles_genus_mRNA,1761
XM_085036858.1,Anopheles_genus_mRNA,1833
XM_085036857.1,Anopheles_genus_mRNA,693
XM_085036856.1,Anopheles_genus_mRNA,1340
XM_085036854.1,Anopheles_genus_mRNA,729
XM_085036853.1,Anopheles_genus_mRNA,1032
XM_085036852.1,Anopheles_genus_mRNA,1224
XM_085036851.1,Anopheles_genus_mRNA,1854
XM_085036850.1,Anopheles_genus_mRNA,1696
XM_085036849.1,Anopheles_genus_mRNA,1807
XM_085036848.1,Anopheles_genus_mRNA,1715
XM_085036846.1,Anopheles_genus_mRNA,1672
XM_085036845.1,Anopheles_genus_mRNA,1908
XM_085036844.1,Anopheles_genus_mRNA,1710
XM_085036843.1,Anopheles_genus_mRNA,1493
XM_085036842.1,Anopheles_genus_mRNA,1476
XM_085036841.1,Anopheles_genus_mRNA,1688
XM_085036840.1,Anopheles_genus_mRNA,1548
XM_085036838.1,Anopheles_genus_mRNA,1577
XM_085036837.1,Anopheles_genus_mRNA,2694
XM_085036836.1,Anopheles_genus_mRNA,2224
XM_085036835.1,Anopheles_genus_mRNA,2227
XM_085036834.1,Anopheles_genus_mRNA,2825
XM_085036833.1,Anopheles_genus_mRNA,6732
XM_085036832.1,Anopheles_genus_mRNA,2307
XM_085036829.1,Anopheles_genus_mRNA,733
XM_085036828.1,Anopheles_genus_mRNA,1041
XM_085036827.1,Anopheles_genus_mRNA,3714
XM_085036826.1,Anopheles_genus_mRNA,899
XM_085036825.1,Anopheles_genus_mRNA,3204
XM_085036824.1,Anopheles_genus_mRNA,1849
XM_085036822.1,Anopheles_genus_mRNA,582
XM_085036821.1,Anopheles_genus_mRNA,1575
XM_085036820.1,Anopheles_genus_mRNA,903
XM_085036819.1,Anopheles_genus_mRNA,2710
XM_085036818.1,Anopheles_genus_mRNA,2025
XM_085036817.1,Anopheles_genus_mRNA,2033
XM_085036816.1,Anopheles_genus_mRNA,1048
XM_085036814.1,Anopheles_genus_mRNA,1410
XM_085036813.1,Anopheles_genus_mRNA,1614
XM_085036812.1,Anopheles_genus_mRNA,1361
XM_085036811.1,Anopheles_genus_mRNA,6966
XM_085036810.1,Anopheles_genus_mRNA,1291
XM_085036809.1,Anopheles_genus_mRNA,2098
XM_085036807.1,Anopheles_genus_mRNA,1315
XM_085036806.1,Anopheles_genus_mRNA,1421
